table_catalog,table_schema,table_name,ordinal_position,column_name,full_data_type,is_nullable,comment
delivery_dev,service_project_management_gld,pse_holidays,0,id,string,YES,Unique identifier as a string
delivery_dev,service_project_management_gld,pse_holidays,1,owner_id,string,YES,Unique identifier for the owner
delivery_dev,service_project_management_gld,pse_holidays,2,is_deleted_ind,boolean,YES,Flag indicating whether record is deleted
delivery_dev,service_project_management_gld,pse_holidays,3,name_nm,string,YES,Name in normalized format
delivery_dev,service_project_management_gld,pse_holidays,4,currency_iso_cd,string,YES,ISO 4217 currency code
delivery_dev,service_project_management_gld,pse_holidays,5,created_dt,timestamp,YES,Timestamp when the record was created
delivery_dev,service_project_management_gld,pse_holidays,6,created_by_id,string,YES,User ID of the creator
delivery_dev,service_project_management_gld,pse_holidays,7,last_modified_dt,timestamp,YES,Timestamp of last modification
delivery_dev,service_project_management_gld,pse_holidays,8,last_modified_by_id,string,YES,ID of the user who last modified the record
delivery_dev,service_project_management_gld,pse_holidays,9,system_mod_stamp_ts,timestamp,YES,Timestamp of last system modification
delivery_dev,service_project_management_gld,pse_holidays,10,last_viewed_dt,timestamp,YES,Timestamp of when the record was last viewed
delivery_dev,service_project_management_gld,pse_holidays,11,last_referenced_dt,timestamp,YES,Timestamp of last reference
delivery_dev,service_project_management_gld,pse_holidays,12,connection_received_id,string,YES,Unique identifier for the received connection
delivery_dev,service_project_management_gld,pse_holidays,13,connection_sent_id,string,YES,Unique identifier for the sent connection
delivery_dev,service_project_management_gld,pse_holidays,14,holiday_dt,timestamp,YES,Date of holiday in timestamp format
delivery_dev,service_project_management_gld,pse_holidays,15,work_calendar_id,string,YES,Unique identifier for work calendar
delivery_dev,service_project_management_gld,pse_holidays,16,work_hours_nbr,"decimal(4,2)",YES,Total work hours for brand N
delivery_dev,service_project_management_gld,pse_holidays,17,source_create_utc_ts,timestamp,YES,Timestamp when the record was created in UTC
delivery_dev,service_project_management_gld,pse_holidays,18,source_update_utc_ts,timestamp,YES,Timestamp of last update in UTC
delivery_dev,service_project_management_gld,pse_holidays,19,source_file_nm,string,YES,Name of the source file
delivery_dev,service_project_management_gld,pse_holidays,20,source_file_ts,timestamp,YES,Timestamp of source file
delivery_dev,service_project_management_gld,pse_holidays,21,udp_create_utc_ts,timestamp,YES,Timestamp when record was created in UTC
delivery_dev,service_project_management_gld,pse_holidays,22,udp_update_utc_ts,timestamp,YES,Timestamp of last update in UTC
delivery_dev,service_project_management_gld,pse_holidays,23,work_calendar_nm,string,YES,"Name of the individual or entity, stored as a string."
delivery_dev,service_project_management_gld,pse_holidays,24,created_by_employee_nm,string,YES,Employee who created the record
delivery_dev,service_project_management_gld,pse_holidays,25,created_by_employee_reference_nbr,string,YES,Employee reference number of the creator
delivery_dev,service_project_management_gld,pse_holidays,26,created_by_employee_email_txt,string,YES,Email of the employee who created the record
delivery_dev,service_project_management_gld,pse_holidays,27,last_modified_by_employee_nm,string,YES,Employee name who last modified the record
delivery_dev,service_project_management_gld,pse_holidays,28,last_modified_by_employee_reference_nbr,string,YES,Employee reference number of the last modifier
delivery_dev,service_project_management_gld,pse_holidays,29,last_modified_by_employee_email_txt,string,YES,Email of the employee who last modified the record
delivery_dev,service_project_management_gld,pse_practice,0,current_time_period_nm,string,YES,"Contains the current time period label as a string.
Alias: `Current Time Period Name`"
delivery_dev,service_project_management_gld,pse_practice,1,id,string,YES,"Unique identifier, string data type.
Alias: `Identifier`
key constraints: This column acts as primary key for the `pse_practice` table"
delivery_dev,service_project_management_gld,pse_practice,2,owner_id,string,YES,"The unique identifier for the owner, stored as a string.
Alias: `Owner Identifier`"
delivery_dev,service_project_management_gld,pse_practice,3,is_deleted_ind,boolean,YES,Description: Indicates whether the record is deleted or not.
delivery_dev,service_project_management_gld,pse_practice,4,name_nm,string,YES,"Description: Specifies the practice name for the given practice level.
If hierarchy_depth_nbr = 0 then this column contains ""Organization"" data.
If hierarchy_depth_nbr = 1 then this column contains ""External Service"" or ""Services - Level 1"" or ""Segment"" data.
If hierarchy_depth_nbr = 2 then this column contains ""Internal Services"" or ""Services - Level 2"" data.
If hierarchy_depth_nbr = 3 then this column contains ""Simplified Offering"" or ""Offering"" data.
If hierarchy_depth_nbr = 4 then this column contains ""Delivery Capabilities"" or ""Major Offering"" data.
If hierarchy_depth_nbr = 5 then this column contains "" Sub Offering"" or ""Sub Capability"" data."
delivery_dev,service_project_management_gld,pse_practice,5,created_dt,timestamp,YES,"Timestamp indicating when a record was created.
Alias: `Created Date`"
delivery_dev,service_project_management_gld,pse_practice,6,created_by_id,string,YES,"The unique identifier of the user who created the record, stored as a string.
Alias: `Created By Identifier`"
delivery_dev,service_project_management_gld,pse_practice,7,last_modified_dt,timestamp,YES,"Timestamp indicating the last modification of the respective data entry.
Alias: `Last Modified Date`"
delivery_dev,service_project_management_gld,pse_practice,8,last_modified_by_id,string,YES,"Identifier for the user who last modified the record
Alias: `Last Modified By Identifier`"
delivery_dev,service_project_management_gld,pse_practice,9,parent_practice_id,string,YES,"Identifier for the parent practice, stored as a string.
Alias: `Parent Practice Identifier`
key constraints: This column values refers to `parent_pratice_id` for the given `practice_id` value in this table."
delivery_dev,service_project_management_gld,pse_practice,10,hierarchy_depth_nbr,int,YES,"Number of levels in the brand hierarchy
Alias: `Hierarchy Depth Number`"
delivery_dev,service_project_management_gld,pse_practice,11,active_ind,boolean,YES,Description:Indicates whether the record is active or not.
delivery_dev,service_project_management_gld,pse_practice,12,system_mod_stamp_ts,timestamp,YES,Timestamp indicating the last system modification time.
delivery_dev,service_project_management_gld,pse_practice,13,source_update_utc_ts,timestamp,YES,"Timestamp of the source's last update in Coordinated Universal Time (UTC).
Alias: `Source Update Utc Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,14,source_create_utc_ts,timestamp,YES,"Timestamp indicating when the data was created in the source system (UTC).
Alias: `Source Create Utc Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,15,source_file_nm,string,YES,"The name of the source file from which the data was extracted.
Alias: `Source File Name`"
delivery_dev,service_project_management_gld,pse_practice,16,source_file_ts,timestamp,YES,"Timestamp indicating the source file's creation or modification time.
Alias: `Source File Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,17,udp_create_utc_ts,timestamp,YES,UTC timestamp for when the record was created.
delivery_dev,service_project_management_gld,pse_practice,18,billable_external_hour_nbr,"decimal(16,2)",YES,"Hourly billable rate for external clients (decimal)
Alias: `Bill Able External Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,19,billable_internal_hour_nbr,"decimal(16,2)",YES,"Hourly internal billable rate, represented as a decimal.
Alias: `Bill Able Internal Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,20,credited_non_billable_internal_hour_nbr,"decimal(16,2)",YES,"Decimal values representing credited non-billable internal hours for a specific brand.
Alias: `Credited Non Bill Able Internal Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,21,excluded_hour_nbr,"decimal(16,2)",YES,"Excluded hour-based data for a specific brand, stored as a decimal value.
Alias: `Excluded Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,22,hist_sch_utilization_billable_hour_nbr,"decimal(16,2)",YES,"Historical school billable hour utilization by brand, decimal data type."
delivery_dev,service_project_management_gld,pse_practice,23,hist_sch_utilization_credited_hour_nbr,"decimal(16,2)",YES,"Historical school utilization credited hours, decimal data type"
delivery_dev,service_project_management_gld,pse_practice,24,hist_sch_utilization_excluded_hour_nbr,"decimal(16,2)",YES,"Historical school utilization excluded hour numerator, decimal data type"
delivery_dev,service_project_management_gld,pse_practice,25,hist_sch_utilization_held_hour_nbr,"decimal(16,2)",YES,"Historical school utilization rate for a given hour, represented as a decimal."
delivery_dev,service_project_management_gld,pse_practice,26,hist_sch_utilization_non_billable_hr_nbr,"decimal(16,2)",YES,"Historical school utilization rate for non-billable hours, decimal data type"
delivery_dev,service_project_management_gld,pse_practice,27,historical_utilization_billable_hour_nbr,"decimal(16,2)",YES,"Historical billable hour utilization by brand, stored as a decimal.
Alias: `Historical Utilization Bill Able Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,28,historical_utilization_calendar_hour_nbr,"decimal(16,2)",YES,"Historical utilization rate per calendar hour for a specific brand, represented as a decimal.
Alias: `Historical Utilization Calendar Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,29,historical_utilization_credited_hour_nbr,"decimal(16,2)",YES,"Historical credited hourly utilization, stored as a decimal.
Alias: `Historical Utilization Credited Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,30,historical_utilization_excluded_hour_nbr,"decimal(16,2)",YES,"Historical utilization excluded hour-based decimal data
Alias: `Historical Utilization Excluded Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,31,historical_utilization_non_billable_hr_nbr,"decimal(16,2)",YES,"Historical non-billable hours utilization rate (decimal).
Alias: `Historical Utilization Non Bill Able Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,32,historical_utilization_target_hour_nbr,"decimal(16,2)",YES,"Historical target hourly utilization for a given brand, represented as a decimal.
Alias: `Historical Utilization Target Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,33,historical_utilization_target_pct,"decimal(38,18)",YES,"Historical utilization target percentage (DECIMAL)
Alias: `Historical Utilization Target Percent`"
delivery_dev,service_project_management_gld,pse_practice,34,historical_utilization_pct,"decimal(8,2)",YES,"Historical utilization percentage, stored as a decimal.
Alias: `Historical Utilization Percent`"
delivery_dev,service_project_management_gld,pse_practice,35,non_billable_external_hour_nbr,"decimal(16,2)",YES,"Non-billable external hours (decimal)
Alias: `Non Bill Able External Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,36,non_billable_internal_hour_nbr,"decimal(16,2)",YES,"Non-billable internal hours (decimal)
Alias: `Non Bill Able Internal Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,37,planned_utilization_pct,"decimal(3,2)",YES,"Planned utilization percentage, stored as a decimal data type.
Alias: `Planned Utilization Percent`"
delivery_dev,service_project_management_gld,pse_practice,38,scheduled_utilization_billable_hour_nbr,"decimal(16,2)",YES,"Scheduled billable hours for the brand, represented as a decimal.
Alias: `Scheduled Utilization Bill Able Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,39,scheduled_utilization_calendar_hour_nbr,"decimal(18,2)",YES,"Scheduled utilization percentage for a specific calendar hour and brand, stored as a decimal.
Alias: `Scheduled Utilization Calendar Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,40,scheduled_utilization_credited_hour_nbr,"decimal(16,2)",YES,"Scheduled utilization credited hours (decimal)
Alias: `Scheduled Utilization Credited Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,41,scheduled_utilization_excluded_hour_nbr,"decimal(16,2)",YES,"Scheduled utilization excluded hour-based decimal data
Alias: `Scheduled Utilization Excluded Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,42,scheduled_utilization_held_hour_nbr,"decimal(16,2)",YES,"Scheduled utilization held per hour for a specific brand, represented as a decimal.
Alias: `Scheduled Utilization Held Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,43,scheduled_utilization_non_billable_hr_nbr,"decimal(16,2)",YES,"Scheduled non-billable hours utilization rate for a brand, represented as a decimal.
Alias: `Scheduled Utilization Non Bill Able Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,44,scheduled_utilization_target_hour_nbr,"decimal(16,2)",YES,"Scheduled utilization target for a specific hour (decimal)
Alias: `Scheduled Utilization Target Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,45,scheduled_utilization_target_pct,"decimal(38,18)",YES,"Scheduled Utilization Target Percentage (Decimal)
Alias: `Scheduled Utilization Target Percent`"
delivery_dev,service_project_management_gld,pse_practice,46,scheduled_utilization_pct,"decimal(8,2)",YES,"Scheduled utilization percentage as a decimal value.
Alias: `Scheduled Utilization Percent`"
delivery_dev,service_project_management_gld,pse_practice,47,total_utilization_pct,"decimal(8,2)",YES,"Percentage of total utilization, stored as a decimal.
Alias: `Total Utilization Percent`"
delivery_dev,service_project_management_gld,pse_practice,48,utilization_calculation_ts,timestamp,YES,"Timestamp of utilization calculation
Alias: `Utilization Calculation Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,49,utilization_period_end_ts,timestamp,YES,"Timestamp indicating the end of a utilization period, data type TIMESTAMP
Alias: `Utilization Period End Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,50,utilization_period_start_ts,timestamp,YES,"Timestamp indicating the start of the utilization period, data type TIMESTAMP
Alias: `Utilization Period Start Timestamp`"
delivery_dev,service_project_management_gld,pse_practice,51,utilization_target_hour_nbr,"decimal(16,2)",YES,"Target hourly utilization for a specific brand, expressed as a decimal.
Alias: `Utilization Target Hour Number`"
delivery_dev,service_project_management_gld,pse_practice,52,utilization_target_pct,"decimal(38,18)",YES,"Target utilization percentage as a decimal.
Alias: `Utilization Target Percent`"
delivery_dev,service_project_management_gld,pse_practice,53,exclude_from_utilization_ind,boolean,YES,Indicator for exclusion from utilization calculation (Boolean)
delivery_dev,service_project_management_gld,pse_practice,54,current_time_period_id,string,YES,"Identifier for the current time period, stored as a string.
Alias: `Current Time Period Identifier`"
delivery_dev,service_project_management_gld,pse_practice,55,udp_update_utc_ts,timestamp,YES,Timestamp of the most recent UDP update (UTC).
delivery_dev,service_project_management_gld,pse_practice,56,practice_level_0_id,string,YES,"Identifier for the initial practice level, stored as a string.
Alias: `Practice Level 0 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,57,practice_level_1_id,string,YES,"Identifier for Level 1 of practice, stored as a string.
Alias: `Practice Level 1 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,58,practice_level_2_id,string,YES,"Identifier for Level 2 of practice, stored as a string.
Alias: `Practice Level 2 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,59,practice_level_3_id,string,YES,"Identifier for Level 3 practice sessions, stored as a string.
Alias: `Practice Level 3 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,60,practice_level_4_id,string,YES,"Identifier for Practice Level 4, stored as a string.
Alias: `Practice Level 4 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,61,practice_level_5_id,string,YES,"Identifier for Practice Level 5, stored as a string.
Alias: `Practice Level 5 Identifier`"
delivery_dev,service_project_management_gld,pse_practice,62,practice_level_0_nm,string,YES,"Description: Specifies the Name of Organization - DXC
Alias: `Practice Level 0 Name`"
delivery_dev,service_project_management_gld,pse_practice,63,practice_level_1_nm,string,YES,"Description: Practice Level 1 name is also known as External Service or Services - Level 1 or Segment which is a simplified list of the services that DXC communicates to external customers and the market within the two segments of GIS and GBS.
Alias: `Practice Level 1 Name`"
delivery_dev,service_project_management_gld,pse_practice,64,practice_level_2_nm,string,YES,"Description: Practice Level 2 name is also know as Internal Services or Services - Level 2 are a slightly expanded list of services that the are used internally within DXC. They provide DXC leaders and organizations an ability to apply additional focus on critical subsets of the broader External Service areas.
Some sample values:
CES = `Consulting & Engineering Services`
ITO = `IT Outsourcing`

Alias: `Practice Level 2 Name`"
delivery_dev,service_project_management_gld,pse_practice,65,practice_level_3_nm,string,YES,"Description: Practice Level 3 name is also known as Simplified Offering or Offering.  Simplified Offering layer of the taxonomy identifies key areas where DXC can have discussions with customers about what it offers them to help manage and transform their business. It is at the Offering layer that DXC has the value discussion with our customers. Offerings are all about sales and account conversations about the value DXC can bring to the customers business.
Alias: `Practice Level 3 Name`"
delivery_dev,service_project_management_gld,pse_practice,66,practice_level_4_nm,string,YES,"Description: Practice Level 4 name is also known Delivery Capabilities layer or Major Offering. This layer of offering of the taxonomy organizes the underlying people, process, and technology that DXC manages in order to deliver value to the customers in support of the value propositions that are described at the Offering layer.
Each Simplified Offerings has one or more Delivery Capabilities that are needed to deliver value promised to DXC customers. Delivery Capabilities enable DXC to define and contract specific solutions for our customers, and manage the delivery of those contracted commitments.
Alias: `Practice Level 4 Name`"
delivery_dev,service_project_management_gld,pse_practice,67,practice_level_5_nm,string,YES,"Description: Practice Level 5 name is also known Sub Offering or Sub Capability that captures the additional level of detail for a delivery capability. A Sub Offering often defines a technical variation, but it may also define any selectable feature or functionality that requires tailoring for the customer’s needs.
What distinguishes a sub offering from a capability is the need for additional, separate solution and delivery kit collateral, especially if the component needs a separate cost model and solution pack.
Alias: `Practice Level 5 Name`"
delivery_dev,service_project_management_gld,pse_practice,68,created_by_employee_nm,string,YES,"The username or ID of the employee who created the record, stored as a string.
Alias: `Created By Employee Name`"
delivery_dev,service_project_management_gld,pse_practice,69,created_by_employee_reference_nbr,string,YES,"Employee reference number for the creator of the record.
Alias: `Created By Employee Reference Number`"
delivery_dev,service_project_management_gld,pse_practice,70,created_by_employee_email_txt,string,YES,"The email address of the employee who created the record, stored as a string."
delivery_dev,service_project_management_gld,pse_practice,71,last_modified_by_employee_nm,string,YES,"Name of the employee who last modified the record, stored as a string.
Alias: `Last Modified By Employee Name`"
delivery_dev,service_project_management_gld,pse_practice,72,last_modified_by_employee_reference_nbr,string,YES,"Employee reference number for the last modifier
Alias: `Last Modified By Employee Reference Number`"
delivery_dev,service_project_management_gld,pse_practice,73,last_modified_by_employee_email_txt,string,YES,"The email address of the employee who last modified the record.
Alias: `Last Modified By Employee Email Text`"
delivery_dev,service_project_management_gld,pse_practice,74,external_id,string,YES,A string representing the external ID for a given record.
delivery_dev,service_project_management_gld,pse_project,0,id,string,YES,"Unique identifier, string data type."
delivery_dev,service_project_management_gld,pse_project,1,owner_id,string,YES,"The unique identifier for the owner, stored as a string."
delivery_dev,service_project_management_gld,pse_project,2,is_deleted_ind,boolean,YES,Indicator flag denoting whether a record has been deleted (TRUE) or not (FALSE).
delivery_dev,service_project_management_gld,pse_project,3,name_nm,string,YES,"Name of the individual or entity, stored as a string."
delivery_dev,service_project_management_gld,pse_project,4,currency_iso_cd,string,YES,The ISO 4217 currency code represented as a string.
delivery_dev,service_project_management_gld,pse_project,5,created_dt,timestamp,YES,Timestamp indicating when a record was created.
delivery_dev,service_project_management_gld,pse_project,6,created_by_id,string,YES,"Identifier for the creator of the record, stored as a string."
delivery_dev,service_project_management_gld,pse_project,7,last_modified_dt,timestamp,YES,Timestamp indicating the last modification of the respective data entry.
delivery_dev,service_project_management_gld,pse_project,8,last_modified_by_id,string,YES,Identifier for the user who last modified the record
delivery_dev,service_project_management_gld,pse_project,9,account_id,string,YES,"The unique identifier for an account, stored as a string."
delivery_dev,service_project_management_gld,pse_project,10,billing_type_txt,string,YES,Text representation of the billing type.
delivery_dev,service_project_management_gld,pse_project,11,end_dt,date,YES,"End date of a business event or period, stored in DATE data type."
delivery_dev,service_project_management_gld,pse_project,12,group_id,string,YES,"Identifier for a group, stored as a string."
delivery_dev,service_project_management_gld,pse_project,13,is_active_ind,boolean,YES,"Indicator flag denoting whether a business entity is currently active or inactive, with BOOLEAN data type representing true for active and false for inactive."
delivery_dev,service_project_management_gld,pse_project,14,is_billable_ind,boolean,YES,Indicates if the item is billable (true) or not (false)
delivery_dev,service_project_management_gld,pse_project,15,master_project_nm,string,YES,"Name of the master project, string value."
delivery_dev,service_project_management_gld,pse_project,16,opportunity_id,string,YES,"Unique identifier for an opportunity, stored as a string."
delivery_dev,service_project_management_gld,pse_project,17,parent_project_id,string,YES,"Identifier for the parent project, stored as a string."
delivery_dev,service_project_management_gld,pse_project,18,practice_id,string,YES,A string representing a unique identifier for a practice.
delivery_dev,service_project_management_gld,pse_project,19,project_id,string,YES,"Identifier for projects, stored as a string."
delivery_dev,service_project_management_gld,pse_project,20,project_manager_id,string,YES,"Identifier for the project manager, stored as a string."
delivery_dev,service_project_management_gld,pse_project,21,project_status_nm,string,YES,Project status code represented as a string.
delivery_dev,service_project_management_gld,pse_project,22,project_type_nm,string,YES,"Type of project, string value."
delivery_dev,service_project_management_gld,pse_project,23,region_id,string,YES,"Identifier for a geographical region, stored as a string."
delivery_dev,service_project_management_gld,pse_project,24,stage_nm,string,YES,"Stage name, string data type"
delivery_dev,service_project_management_gld,pse_project,25,start_dt,date,YES,"Start date of the event or transaction, stored in DATE data type."
delivery_dev,service_project_management_gld,pse_project,26,account_nm,string,YES,"The name of the account, stored as a string."
delivery_dev,service_project_management_gld,pse_project,27,c1_wbs_code_2_cd,string,YES,A string representing the Work Breakdown Structure (WBS) code for category 2.
delivery_dev,service_project_management_gld,pse_project,28,c1_wbs_code_3_cd,string,YES,Alphanumeric code representing the third level Work Breakdown Structure (WBS) for a project or business unit.
delivery_dev,service_project_management_gld,pse_project,29,c1_wbs_cd,string,YES,A string representing the Work Breakdown Structure code.
delivery_dev,service_project_management_gld,pse_project,30,country_nm,string,YES,"Country name, stored as a string."
delivery_dev,service_project_management_gld,pse_project,31,dxc_sales_opportunity_id,string,YES,"Unique identifier for sales opportunities in the Xcelsius system, stored as a string."
delivery_dev,service_project_management_gld,pse_project,32,gsap_project_type_cd,string,YES,"Indicates the type of project in GSAP, stored as a string."
delivery_dev,service_project_management_gld,pse_project,33,gsap_project_wbs_element_cd,string,YES,"Code for GSAP project WBS element, stored as a string."
delivery_dev,service_project_management_gld,pse_project,34,gsap_wbs_cd,string,YES,A string representing the GSAP WBS code.
delivery_dev,service_project_management_gld,pse_project,35,ic_wbs_cd,string,YES,Code representing the work breakdown structure (WBS) for a project or initiative. String data type.
delivery_dev,service_project_management_gld,pse_project,36,integration_status_nm,string,YES,"Indicates the integration status of a particular record, stored as a string."
delivery_dev,service_project_management_gld,pse_project,37,project_approver_id,string,YES,"Identifies the approver for a specific project, stored as a string."
delivery_dev,service_project_management_gld,pse_project,38,sap_system_nm,string,YES,"Business description for the SAP system ID, string data type."
delivery_dev,service_project_management_gld,pse_project,39,contract_model_txt,string,YES,Textual description of the contract model
delivery_dev,service_project_management_gld,pse_project,40,opportunity_line_item_id,string,YES,"Identifier for Opportunity Line Item, stored as a string."
delivery_dev,service_project_management_gld,pse_project,41,product_nm,string,YES,"Product name, string data type"
delivery_dev,service_project_management_gld,pse_project,42,solution_type_nm,string,YES,"Type of solution, represented as a string."
delivery_dev,service_project_management_gld,pse_project,43,project_definition_txt,string,YES,"Project definition text, string data type"
delivery_dev,service_project_management_gld,pse_project,44,system_mod_stamp_ts,timestamp,YES,Timestamp indicating the last system modification.
delivery_dev,service_project_management_gld,pse_project,45,planned_hours_nbr,"decimal(18,2)",YES,"Planned hours for a project or task, represented as a decimal value."
delivery_dev,service_project_management_gld,pse_project,46,source_update_utc_ts,timestamp,YES,Timestamp of the source's last update in Coordinated Universal Time (UTC).
delivery_dev,service_project_management_gld,pse_project,47,source_create_utc_ts,timestamp,YES,Timestamp indicating when the data was created in the source system (UTC).
delivery_dev,service_project_management_gld,pse_project,48,source_file_nm,string,YES,The name of the source file from which the data was extracted.
delivery_dev,service_project_management_gld,pse_project,49,source_file_ts,timestamp,YES,Timestamp indicating the source file's creation or modification time.
delivery_dev,service_project_management_gld,pse_project,50,udp_create_utc_ts,timestamp,YES,UTC timestamp of when the record was created.
delivery_dev,service_project_management_gld,pse_project,51,action_update_current_time_period_ind,string,YES,"Indicator for the current time period of an action update, represented as a string."
delivery_dev,service_project_management_gld,pse_project,52,billable_external_hours_nbr,"decimal(18,2)",YES,Decimal values representing billable external hours for a given entity.
delivery_dev,service_project_management_gld,pse_project,53,billable_internal_hours_nbr,"decimal(18,2)",YES,Records billable internal hours (decimal) for a company's operations.
delivery_dev,service_project_management_gld,pse_project,54,billings_lc_amt,"decimal(18,2)",YES,Billing amount in decimal format
delivery_dev,service_project_management_gld,pse_project,55,bookings_lc_amt,"decimal(18,2)",YES,Represents booking amounts in decimal format.
delivery_dev,service_project_management_gld,pse_project,56,credited_non_billable_internal_hours_nbr,"decimal(18,2)",YES,"Records internal hours credited to non-billable tasks, stored as a decimal value."
delivery_dev,service_project_management_gld,pse_project,57,current_time_period_id,string,YES,"Identifier for the current time period, stored as a string."
delivery_dev,service_project_management_gld,pse_project,58,estimated_hours_at_completion_nbr,"decimal(18,2)",YES,"Estimated hours spent on completion for a specific brand, stored as a decimal data type."
delivery_dev,service_project_management_gld,pse_project,59,excluded_hours_nbr,"decimal(18,2)",YES,Excluded hours for non-branded activities (decimal)
delivery_dev,service_project_management_gld,pse_project,60,expense_budget_lc_amt,"decimal(18,2)",YES,Budgeted expense amount in decimal format
delivery_dev,service_project_management_gld,pse_project,61,expense_costs_lc_amt,"decimal(18,2)",YES,Represents expense costs in decimal format.
delivery_dev,service_project_management_gld,pse_project,62,external_costs_lc_amt,"decimal(18,2)",YES,Represents external costs amount in decimal format.
delivery_dev,service_project_management_gld,pse_project,63,financial_status_txt,string,YES,Textual representation of a financial status.
delivery_dev,service_project_management_gld,pse_project,64,hours_cut_off_dt,date,YES,Date representing the cut-off time for business hours.
delivery_dev,service_project_management_gld,pse_project,65,internal_budget_lc_amt,"decimal(18,2)",YES,"Internal budget lower limit amount, represented as a decimal value."
delivery_dev,service_project_management_gld,pse_project,66,internal_costs_lc_amt,"decimal(18,2)",YES,Represents internal costs in decimal format.
delivery_dev,service_project_management_gld,pse_project,67,invoiced_lc_amt,"decimal(18,2)",YES,"Represents the invoice amount in local currency, stored as a decimal data type."
delivery_dev,service_project_management_gld,pse_project,68,margin_lc_amt,"decimal(18,2)",YES,Represents the lower confidence limit for the margin of error in decimal format.
delivery_dev,service_project_management_gld,pse_project,69,non_billable_external_hours_nbr,"decimal(18,2)",YES,"Records non-billable hours spent on external tasks, stored as a decimal value."
delivery_dev,service_project_management_gld,pse_project,70,non_billable_internal_hours_nbr,"decimal(18,2)",YES,Records non-billable internal hours (decimal) for a specific brand.
delivery_dev,service_project_management_gld,pse_project,71,other_costs_lc_amt,"decimal(18,2)",YES,Represents other costs amount in decimal format.
delivery_dev,service_project_management_gld,pse_project,72,pass_through_billings_lc_amt,"decimal(18,2)",YES,Amount of pass-through billings in decimal format.
delivery_dev,service_project_management_gld,pse_project,73,pre_billed_lc_amt,"decimal(18,2)",YES,Pre-billed local currency amount (decimal)
delivery_dev,service_project_management_gld,pse_project,74,schedule_status_txt,string,YES,Text representation of a schedule status.
delivery_dev,service_project_management_gld,pse_project,75,scheduled_hours_remaining_nbr,"decimal(18,2)",YES,"Scheduled hours remaining for non-billable resources, decimal data type"
delivery_dev,service_project_management_gld,pse_project,76,scope_status_txt,string,YES,Textual representation of a scope status.
delivery_dev,service_project_management_gld,pse_project,77,total_costs_lc_amt,"decimal(18,2)",YES,"Represents total costs in local currency, stored as a decimal data type."
delivery_dev,service_project_management_gld,pse_project,78,total_projected_revenue_from_assignments_lc_amt,"decimal(18,2)",YES,"Projected total revenue from assignments, in local currency, with decimal data type."
delivery_dev,service_project_management_gld,pse_project,79,total_submitted_hours_nbr,"decimal(18,2)",YES,"Total submitted hours for non-branded tasks, decimal format"
delivery_dev,service_project_management_gld,pse_project,80,variance_from_plan_nbr,"decimal(18,2)",YES,"Indicates the deviation from the planned amount for a specific brand, with a decimal data type."
delivery_dev,service_project_management_gld,pse_project,81,actual_services_cost_lc_amt,"decimal(18,2)",YES,Represents the actual cost amount of services in LC (Local Currency) with decimal data type.
delivery_dev,service_project_management_gld,pse_project,82,alternate_project_contact_id,string,YES,"Alternate project contact ID, stored as a string."
delivery_dev,service_project_management_gld,pse_project,83,approval_status_txt,string,YES,Text field representing the approval status.
delivery_dev,service_project_management_gld,pse_project,84,contract_number_txt,string,YES,Contract number in string format
delivery_dev,service_project_management_gld,pse_project,85,date_p_complete_pct,"decimal(18,2)",YES,"Percentage of completed date-related tasks, stored as a decimal value."
delivery_dev,service_project_management_gld,pse_project,86,date_to_first_100_worked_timecard_ts,timestamp,YES,Timestamp of date when first 100 worked timecards were submitted
delivery_dev,service_project_management_gld,pse_project,87,days_to_first_100_hours_worked_nbr,"decimal(18,2)",YES,Decimal values representing namedays to first 100 hours worked by brand
