employee_id,skill_id,skill_name,proficiency,experience_value,last_used_year_value,etl_date,ingest_ts,ingest_ts_offset
2a436b82-ad08-43b3-bcfc-2e754ae01553,74abc81f-fdfa-4b79-9081-a9b600f58001,Unified Modeling Language  (UML/OMT),2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
17b49ff1-0f81-42e2-836f-f7e635fa69c3,5da5d62f-e78b-4917-befb-a9b600f57f4a,Agile Methodology,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
0b732a32-fd08-4f56-9221-a877008f456d,5f6e559f-b0da-4a3f-aaa3-a9b600f58103,Jenkins,2,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
102fc0f6-90ba-4980-aafd-0f88699588f7,9716806b-63b0-454b-b4df-a9b600f580bd,JSON,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
b48ec2e4-6cfb-4c92-9e33-374b043f76dd,35ba76c9-2a62-4594-b9ab-a9b600f57f17,Java,4,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
db02083d-fba2-4396-bde0-16023786d908,27411c55-49bf-486b-a7d9-a9b600f58246,Wireshark,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
0b732a32-fd08-4f56-9221-a877008f456d,7a8cd93a-09fc-4221-987c-a9b600f57f4a,Azure DevOps Server (TFS),,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
386e1198-d0c4-44b2-93c8-642391bea2e6,a90d2549-e336-4b26-8866-a9b600f586a2,WordPress,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d20d083-e9ea-47da-81b1-b639668842ab,f88fcc60-3535-4554-9c48-a9b600f57f17,SQL,1,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
d4c03006-8a2f-40e3-8f69-a5f600e53fa3,e0dc1af8-19c4-469e-b77e-a9b600f58704,Objective C,1,0.5,2015,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9f7bd102-c260-4a82-8001-a72a010afd0c,36b1980a-f1e4-4d86-a027-a9b600f5815c,JUnit,,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
725cf995-34b8-4c95-b7ad-cded500e2df2,9c503590-a68c-4b98-b181-a9b600f58035,Android,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
433501d4-f364-497c-bba8-28d0d01bef86,050fbf2b-df5a-4a35-8667-342bf621b9a4,Microsoft Windows Communication Foundation (WCF),4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
febb72aa-9593-49f4-982e-829718e3bd64,ea391fb4-180e-474f-9f15-a9b600f57f4a,Microsoft SQL Server,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
102fc0f6-90ba-4980-aafd-0f88699588f7,924813fa-e70a-44c2-a6a5-a9b600f57f4a,JavaScript,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
58e66a0b-116c-41aa-a416-a687008ea773,de009730-d72a-4d15-9b95-a9b600f580bd,TeamCity,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ee476ad9-31fd-48c5-95c6-a869008cb5bb,596f1456-752e-46ee-8572-a9b600f58136,HP Application Lifecycle Management (ALM),5,2.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
b7f0c7b0-8b9b-4ac2-aec7-f4a4166f4c3d,cfe19055-32be-40bb-8663-a9b600f57f17,Cascading Style Sheets (CSS),3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
b7f0c7b0-8b9b-4ac2-aec7-f4a4166f4c3d,6b1b4646-fd8a-44af-93fc-a9b600f5a00c,Artifactory,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
febb72aa-9593-49f4-982e-829718e3bd64,4eb46738-eef9-44ab-9425-a9b600f58136,Microsoft Access,4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
2058b865-07b0-493c-b09d-a72a010bc5e5,5f6e559f-b0da-4a3f-aaa3-a9b600f58103,Jenkins,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
d4c03006-8a2f-40e3-8f69-a5f600e53fa3,37936861-802b-4017-82e3-a9b600f58940,XML Schema,1,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
89bc21df-3557-43df-adb9-a61900e2171b,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
27dd41e9-8bff-4098-943a-a5c600797e3b,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),3,9.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bde3469b-e2c1-47d1-8d32-9dbf00a30710,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
50a82bf4-03ce-4ba0-8ffa-a53200d17fbc,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ac89cd4a-2886-49da-a441-ba548683130f,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
ca0003fd-f374-4bdd-bc64-9e0200f8708e,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),4,2.0,2011,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
a496acdd-d0a3-4f87-b9e8-9e4b00cdc09e,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
fc2dfbbd-c510-4982-a99f-581223238829,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
03f36de3-715d-42f6-a546-a12b00def5f1,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),3,7.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
a8c61a11-08e5-41d0-9888-a737014e40d2,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),,0.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
217b1964-33ea-4c09-868a-a29a010417ba,dc1328b0-6c8e-48bf-9c03-c34943bc2d7b,Microsoft Internet Information Services (IIS),,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,e335cb83-b6eb-403b-9419-c8563ff27940,Hardware,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,dd4e5654-8e3b-426a-af39-a9b600f58fa0,Hardware Maintenance,3,5.0,2026,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,ff040d1c-3679-4ee2-9044-7def0087c2aa,Atlassian Crucible,1,0.5,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,20479435-e0c4-4471-af5f-a9b600f580bd,Unit Testing,3,4.0,2023,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,fa9ba242-0c21-40f7-af3b-aba400d5dd61,Software documentation,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,66a052d4-3615-4217-a91f-46da2ef3bdda,Google Test,2,2.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,5f6e559f-b0da-4a3f-aaa3-a9b600f58103,Jenkins,3,3.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,d2e4cb98-fc52-4391-b698-48b43e875027,HARMAN Elvis,3,3.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,76f7acc1-ba37-430c-8ad8-c24b8eab986f,Code Review,3,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,1ec4b8c9-294d-4975-87f6-a9b600f59a35,Human-Machine Interface (HMI),3,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,593b77a3-f537-4710-b301-b3785cedce59,Python,3,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,2c6cbed3-a93e-4689-a1b8-a9b600f5846b,Mathematical Modelling,3,1.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,279c0e1b-58d2-46dc-850d-93ec7499c18d,Vector CANoe,2,1.0,2020,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,6eec5f7a-7d1a-4ebe-ba3d-7f2f9a83123f,Wolfram Mathematica,3,1.0,2016,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,9f5edde2-1ffb-40cc-aa23-f6dda5025e9f,Software Development,2,6.0,2017,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
bb34dc4e-9250-4bba-835a-a7d80084cd7c,93c1d213-8781-4ec7-8fb4-abe60177f4af,Automotive test bench,3,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,4f4f7ca5-38ba-4ff8-8e7b-a9b600f586a2,Selenium WebDriver,3,11.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,35ba76c9-2a62-4594-b9ab-a9b600f57f17,Java,5,16.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,54b53ce6-90c3-4eeb-919c-a9b600f58051,Test Cases,5,16.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,01977580-85aa-4c24-a742-95ca7b1e173c,Web Applications,5,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,5da5d62f-e78b-4917-befb-a9b600f57f4a,Agile Methodology,5,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,a922525d-f1af-40a3-9465-a9b600f58051,Application Programming Interface (API),5,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,249f1d32-42cd-4b87-8415-a9b600f580a0,Regression Testing,4,9.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,068b392f-0177-463c-a638-a9b600f58136,Cucumber,5,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,2d5756cb-ffba-45e9-a122-a9b600f580a0,Test Planning,5,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,3eb9998b-d147-4ce3-9a3f-a9b600f580bd,Web Services,5,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,6d312798-2e80-4bd4-b39a-a9b600f581a2,Software Testing,5,9.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,58678024-fddf-449b-98b8-a9b600f580a0,System Testing,5,7.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,18fc9ebc-262c-4e8f-b8a3-a9b600f58103,User Acceptance Testing,5,9.0,2019,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,1eddcb31-8248-4c56-8c0b-a9b600f580bd,Manual Testing,2,5.0,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,58b6eb64-4c4d-4d65-9db8-a9b600f5815c,Back End,2,0.5,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,d7a19a3d-53c8-48ac-be11-a9b600f580a0,Mercury Quality Center,2,5.0,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,aeaf2819-4ea2-4b01-a51d-a9b600f58136,Bugzilla,2,0.5,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,517f4116-cf92-4172-b26b-a9b600f5935c,IBM AS/400,2,0.5,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,b28c15a9-18bc-4897-8687-a9b600f5815c,Front End,2,0.5,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,5e4d5462-fafb-4067-bc30-a9b600f5854c,Integration Testing,2,5.0,2009,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e8d522ba-cef4-47ff-a76c-6185d2a69962,db0c4bd4-7d3b-42ad-8fc0-a9b600f58644,Mercury Interactive Quicktest (Micro Focus UFT One),2,0.5,2010,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,f88fcc60-3535-4554-9c48-a9b600f57f17,SQL,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,35ba76c9-2a62-4594-b9ab-a9b600f57f17,Java,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,f6703dba-16cf-42eb-93f5-c9828d7604fc,Microservices,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,da8ea19e-6528-4e1a-99e4-56e496510d2b,Software Architecture,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,1ec832d5-b049-4513-9801-a9b600f58246,Kubernetes,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,0ecc1c46-2bae-4b54-8dbe-a9b600f5815c,Spring Boot,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
4bad5242-91a4-4f10-856e-e509efb88c78,d9f30de5-2ad1-4deb-aa55-52a9e63e4812,Docker,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e911edd4-9064-466b-a258-40a1fe67c4aa,593b77a3-f537-4710-b301-b3785cedce59,Python,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e911edd4-9064-466b-a258-40a1fe67c4aa,1b2dc9f5-bce8-4f6d-bb98-a9b600f587b2,Automated Testing,,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9893e4ea-2009-4fe8-a36b-a7a800e23081,a3ce5460-2858-4c34-b2c7-b11800d50c7d,Team Leadership,2,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9893e4ea-2009-4fe8-a36b-a7a800e23081,d13aa078-213d-4377-9673-a9b600f57f17,Communication Skills,2,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9893e4ea-2009-4fe8-a36b-a7a800e23081,263b8513-b4f7-4518-a98b-a9b600f58051,Information Technology,2,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9893e4ea-2009-4fe8-a36b-a7a800e23081,ae1660c8-81d4-45b8-8d57-20348f8b8bef,International Software Testing Qualifications Board (ISTQB),2,,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
eec943db-519f-435d-bcab-f5e7a95166cf,28805146-de39-4ec9-8251-a9b600f583ab,Network Security,3,1.0,2021,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
eec943db-519f-435d-bcab-f5e7a95166cf,6954c041-48f1-4d63-b00b-b16b008b7b16,Varonis,3,1.0,2021,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
eec943db-519f-435d-bcab-f5e7a95166cf,224b0f86-ad8f-4b71-888f-b0ab00ea2d2a,Sophos,3,1.0,2021,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
eec943db-519f-435d-bcab-f5e7a95166cf,03412866-59d7-4fed-a82b-b0f800b9d6bb,SolarWinds,3,1.0,2021,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
5eb05024-97cc-41f2-999a-72aa21b99b28,e4bda1a8-1557-4c7d-acc5-abe30104c28c,Auto > Agile,3,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,d5228ef2-0df8-4d47-93d9-ad7500fe857a,AWS Cloud Practitioner,3,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,bccab651-e801-45e3-9b4f-b28800ed3f97,AI Conversant Program,1,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8b482a7c-764e-49ce-b1bd-764191c73d7e,3f265605-8722-4f3c-b025-b4e010c12656,Google Cloud Platform (GCP),3,6.0,2025,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8b482a7c-764e-49ce-b1bd-764191c73d7e,c4fbc41b-72e6-4f39-90c8-a9b600f5ac84,RabbitMQ,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,3ed0c8b9-ff09-4357-bd92-a9b600f5842e,AIX UNIX,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,2dc5ecf9-70f2-4635-8041-a9b600f5842e,Shell Scripting,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,4a508a47-fbda-4df7-a896-b24500b5dfff,Gitlab-CI,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,ca808f0a-9cf6-4e6f-9757-afdb00c4be09,Azure IaaS,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,12c67936-2ec9-4f75-8f83-ca3f3b4e40f4,Oracle Database,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,7e68c649-a701-4ccd-82ee-ac5b00449a4e,DevOps Git Solutions,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
75dd8b97-64ee-416e-8f97-de4ac9a6ef46,9bfe48d8-2b8f-46f3-a822-b11500abf7e4,PL/SQL programming,3,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,34c1d348-0620-49e0-a9a7-97c13dd49410,Advanced Driver-Assistance Systems (ADAS),3,3.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,7ed936a1-d2d5-4fb7-92fc-b27b00d64835,Ai agent,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,e83ed67c-8354-4aa7-8491-a9b600f58323,Big Data,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,51860039-d50a-4c28-984b-b1db011ec506,Application Platforms,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
29abdb5a-59a0-44dc-b217-bf4838ed03a5,abb51b08-095f-41ad-ac1a-ac1c001ac634,Auto > Connected Mobility > Telematics Platform Development,3,3.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
89bc21df-3557-43df-adb9-a61900e2171b,cdb96cf9-e92e-43a4-9d3a-a9b600f57fc4,Apache WEB Server,2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,9fe1f9e0-5b04-42d5-9b3b-af9d007d79d3,SOLID Principles,5,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,c51fc432-1f68-4f90-99dd-b20d00862922,Database Systems,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,dc5a9d6d-87a6-46b4-9356-b19500badf2c,Message Queues,4,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,6ec3b2e5-f71b-447f-bc40-e225881f7db4,Web API,4,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,929e866f-b8c3-4966-9659-a9b600f58d4c,Parallel Programming,3,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
14c968bf-c013-4dc5-896b-3cac7f42771e,2e571a92-a440-428a-89b7-b14200c92481,Java 22,4,10.0,2024,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
e6ce0127-f59e-4c77-adb8-aef09d164b40,695abce4-d162-4842-861f-b03f0068904a,Microsoft Azure VM,1,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,87e6e531-295a-47a4-9ae1-a9b600f58704,Stakeholder Management,4,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,4607e9c1-d997-4ada-a32c-a9b600f57f4a,Release Management,3,2.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,e131b9f8-d551-4a47-9dc6-af8f0109cea1,Backlog management,5,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,4752217f-32d7-4772-b75a-ae6600d0e454,Requirements management,5,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,49ef18c6-a4d3-4cdb-9b3a-b13a012001a4,ASPICE Requirement Management Process (SWE.1),5,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,7375d2c4-e0ac-4885-800b-a9b600f59ab8,Atlassian Jira Agile,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,e06f6499-dd84-40be-b841-ae710059090b,Change Requests,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,ccd12023-6a27-4ee5-b143-adbd01404546,Cross-team collaboration,4,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,b387af74-0625-46e0-b0e4-a9b600f58c12,Problem Management,3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,f43b902f-ef3b-449a-bd24-a9b600f59108,Capacity Planning,4,6.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,529c3e78-27a5-4b43-8640-504dbbc7c221,Continuous Monitoring,4,4.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,94f9d33e-75c9-47fb-8424-a9b600f5a285,Continuous Delivery,4,8.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
8d6de76a-8dc0-43d0-ab54-a19e0128b871,d1015419-dff0-4ac8-bfb1-11e19b090236,Work Breakdown Structure (WBS),3,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9779970d-f066-4f94-a672-df632a51ba20,6d312798-2e80-4bd4-b39a-a9b600f581a2,Software Testing,2,10.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9779970d-f066-4f94-a672-df632a51ba20,9716806b-63b0-454b-b4df-a9b600f580bd,JSON,2,5.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9779970d-f066-4f94-a672-df632a51ba20,1b2dc9f5-bce8-4f6d-bb98-a9b600f587b2,Automated Testing,2,1.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
9779970d-f066-4f94-a672-df632a51ba20,ade375a4-bc71-4827-9a69-a9b600f57e73,Project Management,2,3.0,,2026-05-04 11:32:00.197000,2026-05-05 11:47:03.399722,UTC-4
